course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
BIOL BC3597,GUIDED RESEARCH,"Similar to BIOL BC3591-BIOL BC3592, this is a one-semester course that provides students with degree credit for unpaid research 
without 
a seminar component. You may enroll in BIOL BC3597 for between 1-4 credits per semester. As a rule of thumb, you should be spending approximately 3 hours per week per credit on your research project.
  
A 
Project Approval Form
 must be submitted to the department each semester that you enroll in this course. Your Barnard research mentor (if your lab is at Barnard) or internal adviser in the Biology Department (if your lab is elsewhere) must approve your planned research 
before
 you enroll in BIOL BC3597. You should sign up for your mentor's section. 
  
This course does not fulfill any Biology major requirements.  It is open to students beginning in their first year.",Gabrielle Corradino,,,00415,,X3597-20271-010,,Biological Sciences @Barnard,BIOL,https://doc.sis.columbia.edu/subj/BIOL/X3597-20271-010/,,,,1-4,"BIOL BC3591
BIOL BC3592
BIOL BC3597
BIOL BC3597",,20271BIOL3597X010,INDEPENDENT
BIOL BC3597,GUIDED RESEARCH,"Similar to BIOL BC3591-BIOL BC3592, this is a one-semester course that provides students with degree credit for unpaid research 
without 
a seminar component. You may enroll in BIOL BC3597 for between 1-4 credits per semester. As a rule of thumb, you should be spending approximately 3 hours per week per credit on your research project.
  
A 
Project Approval Form
 must be submitted to the department each semester that you enroll in this course. Your Barnard research mentor (if your lab is at Barnard) or internal adviser in the Biology Department (if your lab is elsewhere) must approve your planned research 
before
 you enroll in BIOL BC3597. You should sign up for your mentor's section. 
  
This course does not fulfill any Biology major requirements.  It is open to students beginning in their first year.",Jessica Goldstein,,,00416,,X3597-20271-011,,Biological Sciences @Barnard,BIOL,https://doc.sis.columbia.edu/subj/BIOL/X3597-20271-011/,,,,1-4,"BIOL BC3591
BIOL BC3592
BIOL BC3597
BIOL BC3597",,20271BIOL3597X011,INDEPENDENT
BIOL BC3597,GUIDED RESEARCH,"Similar to BIOL BC3591-BIOL BC3592, this is a one-semester course that provides students with degree credit for unpaid research 
without 
a seminar component. You may enroll in BIOL BC3597 for between 1-4 credits per semester. As a rule of thumb, you should be spending approximately 3 hours per week per credit on your research project.
  
A 
Project Approval Form
 must be submitted to the department each semester that you enroll in this course. Your Barnard research mentor (if your lab is at Barnard) or internal adviser in the Biology Department (if your lab is elsewhere) must approve your planned research 
before
 you enroll in BIOL BC3597. You should sign up for your mentor's section. 
  
This course does not fulfill any Biology major requirements.  It is open to students beginning in their first year.",Emlyn J Resetarits,,,00417,,X3597-20271-012,,Biological Sciences @Barnard,BIOL,https://doc.sis.columbia.edu/subj/BIOL/X3597-20271-012/,,,,1-4,"BIOL BC3591
BIOL BC3592
BIOL BC3597
BIOL BC3597",,20271BIOL3597X012,INDEPENDENT
BUSI GU4300,Corporate Finance and Valuation,"This course introduces the fundamental principles of corporate finance and their application to real-world business decisions. Students will examine how companies determine value, measure risk, and make financing choices, while developing the tools to analyze corporate investments and capital structures.
  
Intellectual Goals and Rationale
 The course addresses core questions that drive business decision-making:
  
  
How do we determine what a company or investment opportunity is worth?
  
How do we value financial securities in an uncertain world?
  
What is risk? How do we measure it, and how does it affect the cost of capital?
  
What is the appropriate balance between debt and equity?
 
  
Course Content and Learning Approach
 Through a combination of theoretical frameworks, case discussions, and Excel-based financial modeling, students will build the ability to analyze complex financial scenarios. Lectures provide the foundations of valuation and financing, while case work applies these tools to real business challenges.
  
Why This Course Matters
 Valuation, investment evaluation, and financing decisions are central to careers in finance, consulting, entrepreneurship, and management. The skills gained—financial modeling, risk assessment, and valuation analysis—are directly relevant to roles in investment banking, private equity, corporate development, consulting, and executive leadership.
  
Who Should Take This Course
 This introductory finance course is open to students from all academic backgrounds who seek to strengthen their financial literacy and analytical capabilities. It is particularly valuable for:
  
  
Students considering careers in finance, consulting, or general management
  
Entrepreneurs who need to understand funding and valuation
  
Students in other fields interested in how businesses create and measure value
  
Those planning to pursue graduate business education
 
  
Prerequisites
  
  
Economics:
 ECON UN1105 Principles of Economics
  
Statistics (one of the following):
  
   
STAT UN1001 Intro to Statistical Reasoning
   
STAT UN1101 Introduction to Statistics
   
STAT UN1201 Calc-Based Introduction to Statistics
   
PSYC UN1610 Introductory Statistics for Behavioral Science
  
  
 
  
Cours",Haran Segram,,,10207,,W4300-20271-001,Corporate Finance & Valua,Mendelson Center,BUSI,https://doc.sis.columbia.edu/subj/BUSI/W4300-20271-001/,,In-Person,"Columbia College
General Studies",3,"ECON UN1105
PSYC UN1610
STAT UN1001
STAT UN1101
STAT UN1201",,20271BUSI4300W001,LECTURE
BUSI GU4377,Investment Strategies,"This course provides a comprehensive introduction to modern investment analysis, integrating two distinct yet complementary approaches: fundamental value investing and quantitative investment strategies. The first half focuses on value investing, emphasizing the economic analysis and valuation of a firm's business operations to estimate its fundamental value. Students will learn to assess competitive advantages and barriers to entry, apply valuation frameworks beyond standard DCF models, and manage risk in concentrated portfolios. The methodology is grounded in identifying a 'margin of safety' by investing when a company's market value is significantly below its intrinsic worth.
  
The second half shifts to quantitative investment strategies, exploring the tools and techniques used in an environment of continuous financial innovation. Topics include hedging and risk management, single- and multi-period portfolio optimization, the use of factor models and Principal Component Analysis (PCA) for investment decisions, and the construction of systematic and volatility-based strategies. A hands-on approach is used to highlight the applications and limitations of these quantitative methods. Upon completion, students will have a rich and coherent view of investing that combines a sound understanding of business economics with robust quantitative and risk management techniques.
 
 We recommend that students take Corporate Finance (BUSI 4280 and ECON 4280) beforehand and Capital Markets (BUSI 3705) or Financial Economics (ECON 3025) concurrently.",,,,10208,,W4377-20271-001,,Mendelson Center,BUSI,https://doc.sis.columbia.edu/subj/BUSI/W4377-20271-001/,,In-Person,"Columbia College
Engineering:Undergraduate
General Studies",3,,,20271BUSI4377W001,LECTURE
BUSI GU4518,Foundations of Entrepreneurship,"Entrepreneurship is one of the most important economic activities shaping the United States. Entrepreneurial processes play a role in delivering new solutions to social problems, they are a strong determinant of wealth inequality and spatial disparities, and underlie technological progress. The class Foundations of Entrepreneurship provides any undergraduate student a comprehensive introduction to what entrepreneurship is and how it functions, including understanding how an idea evolves into a company, the role of key actors in an entrepreneurial ecosystem, and experiencing the entrepreneurial process. The class is valuable to any student in science, engineering, and liberal arts who would like to understand what determines whether promising inventions and solutions fulfill their potential impact. It is offered as part of the Mendelson Center’s special program in business management.
  
The content is delivered incorporating lecture-based content, case discussions of existing companies, and group work to develop an early-stage idea and pitch it to a panel of investors.
  
Foundations of Entrepreneurship is a prerequisite to future lab-based entrepreneurship classes for undergraduates, Launch Your Startup and Entrepreneurial Greenhouse.
 
  
  
Prerequisite or Corequisite:
 
ECON 1105W
 (Principles of Economics) 
AND
 one of the following Statistics courses:
  
  
  
STAT 1001W
 (Intro to Statistical Reasoning)
  
  
  
STAT 1101W
 (Introduction to Statistics)
  
  
  
STAT 1201W
 (Calc-Based Intro to Statistics)
  
  
  
PSYC 1610W
 (Statistics for Behavioral Scientists)",Michael Mauskapf,,,10206,,W4518-20271-001,Foundations of Entreprene,Mendelson Center,BUSI,https://doc.sis.columbia.edu/subj/BUSI/W4518-20271-001/,,In-Person,"Columbia College
Engineering:Undergraduate
General Studies",3,,,20271BUSI4518W001,LECTURE
BUSI UN3021,MARKETING MANAGEMENT,"Designed to provide students with an understanding of the fundamental marketing concepts and their application by business and non-business organizations. The goal is to expose students to these concepts as they are used in a wide variety of settings, including consumer goods firms, manufacturing and service industries, and small and large businesses. The course gives an overview of marketing strategy issues, elements of a market (company, customers, and competition), as well as the fundamental elements of the marketing mix (product, price, placement/distribution, and promotion).",Silvia Bellezza,,,10210,,W3021-20271-001,,Mendelson Center,BUSI,https://doc.sis.columbia.edu/subj/BUSI/W3021-20271-001/,,In-Person,"Columbia College
General Studies",3,,,20271BUSI3021W001,LECTURE
BUSI UN3701,STRATEGY FORMULATION,"This class is an introduction to strategic management and the decisions that firms make in their historical context. We look at the growth of the large multi-product firm in almost all countries in the world and the the process by which they internationalized their activities and, very often, were also forced to retreat from their international positions.  We treat strategies as relation to two broad goals of the class: to understand why some companies are financially much more successful than others; and to analyze how managers can devise a set of actions (the strategy) and design processes and structures that allow their company to obtain a competitive advantage. You will learn the analytical tools developed in universities, in consulting and industrial firms, and even in the military.   These tools include what companies do to outperform their rivals; to analyze the competitive moves of rival firms by game-theoretic concepts; and when it makes sense for companies to diversify and globalize their business. Applications will be to Walmart and Apple, European firms and to Asian firms, and developing country firms.",Len Sherman,,,10209,,W3701-20271-001,,Mendelson Center,BUSI,https://doc.sis.columbia.edu/subj/BUSI/W3701-20271-001/,,In-Person,"Columbia College
General Studies",3,,,20271BUSI3701W001,LECTURE
CHEM BC3230,ORGANIC CHEMISTRY I-LEC,"Prerequisites: CHEM BC2001 or equivalent. Credit will not be given for any course below the 3000 level after completing CHEM BC3230 or its equivalent. Corequisites: With lab, counts towards Lab Science requirement. Atomic and molecular structure; stereochemistry of organic molecules; introduction to organic reactions, reaction mechanisms, and synthesis.",Christian Rojas,,,00448,,X3230-20271-001,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3230-20271-001/,,,,3,"CHEM BC2001
CHEM BC3230",,20271CHEM3230X001,LECTURE
CHEM BC3232,Descriptive Inorganic Chemistry,"Prerequisites: CHEM BC2001.
  
This course explores the periodic table in ways that deepen appreciation of the chemistry of the elements. It extends tools introduced in general chemistry with a particular focus on the rich and varied chemistry of the transition metal elements. Requiring only general chemistry, this course is open to students with interests in the role that metal ions play in biology, biochemistry, neuroscience and environmental science.",,,,00449,,X3232-20271-001,DESCRIPTIVE INORG. CHEMIS,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3232-20271-001/,,,,3,CHEM BC2001,,20271CHEM3232X001,LECTURE
CHEM BC3242,QUANTITATIVE ANALYSIS,"Prerequisites: CHEM BC3231, MATH UN1101, and permission of instructor.
  
Survey of topics appropriate for a student majoring in chemistry or biochemistry, including examinations of uncertainty analysis and data processing, use of basic laboratory equipment, complex equilibria (pH, solubility, etc.), advanced solution chemistry and chemical activity, and the theoretical foundations of modern techniques in electrochemistry, chromatography and analytical experimental techniques.",Angela L Paoletta,,,00450,,X3242-20271-001,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3242-20271-001/,,,,3,"CHEM BC3231
MATH UN1101",,20271CHEM3242X001,LECTURE
CHEM BC3252,THERMODYNAMICS-KINETICS,"Prerequisites: CHEM BC3231, PHYS BC2001, PHYS BC 2002, MATH UN1102 or MATH UN1201. Introduction to the laws of thermodynamics; application primarily to ideal systems. Free energy and equilibrium. Kinetics: rate laws and mechanisms, experimental techniques.",,,,00451,,X3252-20271-001,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3252-20271-001/,,,,3,"CHEM BC3231
MATH UN1102
MATH UN1201
PHYS BC2001",,20271CHEM3252X001,LECTURE
CHEM BC3271,INORGANIC CHEMISTRY,"Prerequisites: CHEM BC3231 or Permission of Instructor. Structure, bonding and spectroscopy in inorganic compounds: applications of group theory to chemistry; ligand field theory; vibrational and electronic spectroscopy of transition metal complexes; selected topics from coordination chemistry, organometallics, bioinorganic chemistry, solid state and materials chemistry, mineralogy, and biogeochemistry.",Michael Campbell,,,00452,,X3271-20271-001,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3271-20271-001/,,,,3,CHEM BC3231,,20271CHEM3271X001,LECTURE
CHEM BC3280,ADVANCED ORGANIC CHEMISTRY,"Prerequisites: One year of organic chemistry. Survey of topics in structural, mechanistic, and synthetic organic chemistry, including molecular orbital treatment of structure, bonding, and chemical reactivity; elucidation of organic reaction mechanisms; pericyclic reactions; stereoelectronic effects; reactive intermediates; asymmetric reactions; and natural product total synthesis.",,,,00453,,X3280-20271-001,ADVANCED ORGANIC CHEMISTR,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3280-20271-001/,,,,3,,,20271CHEM3280X001,LECTURE
CHEM BC3282,BIOLOGICAL CHEMISTRY,"Prerequisites: (CHEM BC3230) and (CHEM BC3231) BIOL BC1502. Introduction to biochemical building blocks, macromolecules, and metabolism. Structures of amino acids, lipids, carbohydrates, nucleic acids. Protein structure and folding. Enzyme mechanisms, kinetics, allostery. Membranes and biosignaling. Catabolism and anabolism with emphasis on chemical intermediates, metabolic energy, catalysis by specific enzymes, regulation.",Lori Cobani,,,00454,,X3282-20271-001,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3282-20271-001/,,,,3,"BIOL BC1502
CHEM BC3230
CHEM BC3231",,20271CHEM3282X001,LECTURE
CHEM BC3283,BIOLOGICAL CHEMISTRY II,"Prerequisites: CHEM BC3282 or equivalent. Advanced topics in the field of biochemistry, including enzyme mechanisms, pharmaceutical drug design, and disease therapies. Emphasis will be placed on discussion of current scientific literature.",Christina Vizcarra,,,00455,,X3283-20271-001,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3283-20271-001/,,,,3,CHEM BC3282,,20271CHEM3283X001,LECTURE
CHEM BC3328,INTRO ORGANIC CHEMISTRY-LAB,"Prerequisites: (CHEM BC2001) General Chemistry I with lab. Corequisites: CHEM BC3230 Basic techniques of experimental organic chemistry. Principles and methods of separation, purification, and characterization of organic compounds. Selected organic reactions.",Meenakshi S Rao,,,00456,,X3328-20271-001,INTRO ORGANIC CHEMISTRY-L,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3328-20271-001/,,,,2.5,"CHEM BC2001
CHEM BC3230",,20271CHEM3328X001,LABORATORY
CHEM BC3328,INTRO ORGANIC CHEMISTRY-LAB,"Prerequisites: (CHEM BC2001) General Chemistry I with lab. Corequisites: CHEM BC3230 Basic techniques of experimental organic chemistry. Principles and methods of separation, purification, and characterization of organic compounds. Selected organic reactions.",Meenakshi S Rao,,,00457,,X3328-20271-002,INTRO ORGANIC CHEMISTRY-L,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3328-20271-002/,,,,2.5,"CHEM BC2001
CHEM BC3230",,20271CHEM3328X002,LABORATORY
CHEM BC3328,INTRO ORGANIC CHEMISTRY-LAB,"Prerequisites: (CHEM BC2001) General Chemistry I with lab. Corequisites: CHEM BC3230 Basic techniques of experimental organic chemistry. Principles and methods of separation, purification, and characterization of organic compounds. Selected organic reactions.",Meenakshi S Rao,,,00458,,X3328-20271-003,INTRO ORGANIC CHEMISTRY-L,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3328-20271-003/,,,,2.5,"CHEM BC2001
CHEM BC3230",,20271CHEM3328X003,LABORATORY
CHEM BC3328,INTRO ORGANIC CHEMISTRY-LAB,"Prerequisites: (CHEM BC2001) General Chemistry I with lab. Corequisites: CHEM BC3230 Basic techniques of experimental organic chemistry. Principles and methods of separation, purification, and characterization of organic compounds. Selected organic reactions.",Meenakshi S Rao,,,00459,,X3328-20271-004,INTRO ORGANIC CHEMISTRY-L,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3328-20271-004/,,,,2.5,"CHEM BC2001
CHEM BC3230",,20271CHEM3328X004,LABORATORY
CHEM BC3328,INTRO ORGANIC CHEMISTRY-LAB,"Prerequisites: (CHEM BC2001) General Chemistry I with lab. Corequisites: CHEM BC3230 Basic techniques of experimental organic chemistry. Principles and methods of separation, purification, and characterization of organic compounds. Selected organic reactions.",Meenakshi S Rao,,,00460,,X3328-20271-006,INTRO ORGANIC CHEMISTRY-L,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3328-20271-006/,,,,2.5,"CHEM BC2001
CHEM BC3230",,20271CHEM3328X006,LABORATORY
CHEM BC3328,INTRO ORGANIC CHEMISTRY-LAB,"Prerequisites: (CHEM BC2001) General Chemistry I with lab. Corequisites: CHEM BC3230 Basic techniques of experimental organic chemistry. Principles and methods of separation, purification, and characterization of organic compounds. Selected organic reactions.",Meenakshi S Rao,,,00494,,X3328-20271-005,INTRO ORGANIC CHEMISTRY-L,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3328-20271-005/,,,,2.5,"CHEM BC2001
CHEM BC3230",,20271CHEM3328X005,LABORATORY
CHEM BC3338,QUANTITATVE-INSTRMNTL TECH-LAB,"Prerequisites: CHEM BC3231 and CHEM BC3333 
  
Quantitative techniques in volumetric analysis, pH measurement, UV-Visible, absorption, and fluorescence spectroscopy, and chromatographic separations. Data analysis with spreadsheets.",Angela L Paoletta,,,00461,,X3338-20271-001,QUANTITATVE-INSTRMNTL TEC,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3338-20271-001/,,,,3,"CHEM BC3231
CHEM BC3333",,20271CHEM3338X001,LECTURE
CHEM BC3338,QUANTITATVE-INSTRMNTL TECH-LAB,"Prerequisites: CHEM BC3231 and CHEM BC3333 
  
Quantitative techniques in volumetric analysis, pH measurement, UV-Visible, absorption, and fluorescence spectroscopy, and chromatographic separations. Data analysis with spreadsheets.",Angela L Paoletta,,,00462,,X3338-20271-002,QUANTITATVE-INSTRMNTL TEC,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3338-20271-002/,,,,3,"CHEM BC3231
CHEM BC3333",,20271CHEM3338X002,LECTURE
CHEM BC3346,ADV SPECTROS CHEMISTRY - LECT,"Corequisites: CHEM BC3348 This course combines chemical synthesis, inorganic chemistry, physical chemistry, and nanoscience into experiments with an emphasis using spectroscopy to determine chemical structure and reactivity. you will gain experience with a range of instruments, techniques, calculations, and theories. Instrumentation will include UV-Visible, infrared, near-infrared, fluorescence, and Raman spectroscopy.",Marina Orman,,,00463,,X3346-20271-001,ADV SPECTROS CHEMISTRY -,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3346-20271-001/,,,,0,CHEM BC3348,,20271CHEM3346X001,LECTURE
CHEM BC3348,"Advanced Spectroscopy, Measurement, and","Prerequisites: CHEM BC3333 or 3338 and CHEM BC3253 Corequisites: CHEM BC3271 This course combines chemical synthesis, inorganic chemistry, physical chemistry, and nanoscience into experiments with an emphasis using spectroscopy to determine chemical structure and reactivity. You will gain experience with a range of instruments, techniques, calculations, and theories. Instrumentation will include UV-Visible, infrared, near-infrared, fluorescence, and Raman spectroscopy.",Marina Orman,,,00464,,X3348-20271-001,Adv Spectroscopy Lab,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3348-20271-001/,,,,3,"CHEM BC3253
CHEM BC3271
CHEM BC3333",,20271CHEM3348X001,LABORATORY
CHEM BC3348,"Advanced Spectroscopy, Measurement, and","Prerequisites: CHEM BC3333 or 3338 and CHEM BC3253 Corequisites: CHEM BC3271 This course combines chemical synthesis, inorganic chemistry, physical chemistry, and nanoscience into experiments with an emphasis using spectroscopy to determine chemical structure and reactivity. You will gain experience with a range of instruments, techniques, calculations, and theories. Instrumentation will include UV-Visible, infrared, near-infrared, fluorescence, and Raman spectroscopy.",,,,00465,,X3348-20271-002,Adv Spectroscopy Lab,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3348-20271-002/,,,,3,"CHEM BC3253
CHEM BC3271
CHEM BC3333",,20271CHEM3348X002,LABORATORY
CHEM BC3355,BIOCHEMISTRY LAB TECHNIQUES,"Prerequisites: Organic II lab (CHEM BC3333, BC3335, or equivalent); Quantitative analysis lab (BC3338, BC3340, or equivalent); Biochemistry (CHEM BC3282y, CHEM C3501, or equivalent).
  
Theory and application of fundamental techniques for the isolation, synthesis and characterization of biological macromolecules including proteins, lipids, nucleotides and carbohydrates. Techniques include spectroscopic analysis, gel electrophoresis, chromatography, enzyme kinetics, immunoblotting, PCR, molecular cloning and cell culture, as well as modern laboratory instrumentation, such as UV-Vis, GC-MS and HPLC.",Rebecca Donegan,,,00466,,X3355-20271-001,BIOCHEMISTRY LAB TECHNIQU,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3355-20271-001/,,,,5,"BC3335
BC3338
BC3340
CHEM BC3282
CHEM BC3333
CHEM C3501",,20271CHEM3355X001,LABORATORY
CHEM BC3597,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Christian Rojas,,,00480,,X3597-20271-001,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3597-20271-001/,,,,2,CHEM BC3328,,20271CHEM3597X001,INDEPENDENT
CHEM BC3597,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Marisa C Buzzeo,,,00481,,X3597-20271-002,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3597-20271-002/,,,,2,CHEM BC3328,,20271CHEM3597X002,INDEPENDENT
CHEM BC3597,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Dina C Merrer,,,00482,,X3597-20271-003,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3597-20271-003/,,,,2,CHEM BC3328,,20271CHEM3597X003,INDEPENDENT
CHEM BC3597,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Andrew C Crowther,,,00484,,X3597-20271-004,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3597-20271-004/,,,,2,CHEM BC3328,,20271CHEM3597X004,INDEPENDENT
CHEM BC3597,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Michael Campbell,,,00485,,X3597-20271-005,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3597-20271-005/,,,,2,CHEM BC3328,,20271CHEM3597X005,INDEPENDENT
CHEM BC3597,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Rachel Austin,,,00486,,X3597-20271-006,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3597-20271-006/,,,,2,CHEM BC3328,,20271CHEM3597X006,INDEPENDENT
CHEM BC3597,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Christina Vizcarra,,,00487,,X3597-20271-007,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3597-20271-007/,,,,2,CHEM BC3328,,20271CHEM3597X007,INDEPENDENT
CHEM BC3597,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Rebecca Donegan,,,00489,,X3597-20271-008,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3597-20271-008/,,,,2,CHEM BC3328,,20271CHEM3597X008,INDEPENDENT
CHEM BC3597,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",,,,00490,,X3597-20271-009,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3597-20271-009/,,,,2,CHEM BC3328,,20271CHEM3597X009,INDEPENDENT
CHEM BC3599,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Christian Rojas,,,00492,,X3599-20271-001,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3599-20271-001/,,,,4,CHEM BC3328,,20271CHEM3599X001,INDEPENDENT
CHEM BC3599,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Marisa C Buzzeo,,,00493,,X3599-20271-002,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3599-20271-002/,,,,4,CHEM BC3328,,20271CHEM3599X002,INDEPENDENT
CHEM BC3599,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Dina C Merrer,,,00495,,X3599-20271-003,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3599-20271-003/,,,,4,CHEM BC3328,,20271CHEM3599X003,INDEPENDENT
CHEM BC3599,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Andrew C Crowther,,,00496,,X3599-20271-004,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3599-20271-004/,,,,4,CHEM BC3328,,20271CHEM3599X004,INDEPENDENT
CHEM BC3599,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Michael Campbell,,,00498,,X3599-20271-005,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3599-20271-005/,,,,4,CHEM BC3328,,20271CHEM3599X005,INDEPENDENT
CHEM BC3599,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Rachel Austin,,,00499,,X3599-20271-006,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3599-20271-006/,,,,4,CHEM BC3328,,20271CHEM3599X006,INDEPENDENT
CHEM BC3599,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Christina Vizcarra,,,00500,,X3599-20271-007,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3599-20271-007/,,,,4,CHEM BC3328,,20271CHEM3599X007,INDEPENDENT
CHEM BC3599,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",Rebecca Donegan,,,00501,,X3599-20271-008,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3599-20271-008/,,,,4,CHEM BC3328,,20271CHEM3599X008,INDEPENDENT
CHEM BC3599,PROBLEMS IN CHEMISTRY,"Prerequisites: CHEM BC3328 and permission of instructor. Individual research projects at Barnard or Columbia, culminating in a comprehensive written report.",,,,00502,,X3599-20271-009,,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3599-20271-009/,,,,4,CHEM BC3328,,20271CHEM3599X009,INDEPENDENT
CHEM BC3701,Modern Library Resources for Scientific,"Guided exploration of chemistry research using modern library resources. Topics include: organization and evaluation of information, information ethics, the history of citation, and use of databases. Culminates in the creation of an online research guide on a specific chemistry topic, using a variety of carefully considered and annotated sources.",,,,00467,,X3701-20271-001,Library Science Research,Chemistry @Barnard,CHEM,https://doc.sis.columbia.edu/subj/CHEM/X3701-20271-001/,,,,1,,,20271CHEM3701X001,INDEPENDENT
