course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
BIOL GU4799,MOLECULAR BIOLOGY OF CANCER,"Tracing the discovery of the role of DNA tumor viruses in cancerous transformation. Oncogenes and tumor suppressors are analyzed with respect to their function in normal cell cycle, growth control, and human cancers. SCE and TC students may register for this course, but they must first obtain the written permission of the instructor, by filling out a paper Registration Adjustment Form (Add/Drop form). The form can be downloaded at the URL below, but must be signed by the instructor and returned to the office of the registrar. http://registrar.columbia.edu/sites/default/files/content/reg-adjustment.pdf",,,,12032,,W4799-20261-001,MOLECULAR BIOLOGY OF CANC,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W4799-20261-001/,,In-Person,,3,,,20261BIOL4799W001,LECTURE
BIOL UN1004,Foundations of Biology,"General Chemistry I is a pre-requisite; General Chemistry II is a pre/co-requisite. In this course, we will introduce basic terminology, important concepts, and basic problem-solving skills in order to prepare biology and pre-health students for the challenging Biology courses they will take at Columbia. We will do a deep dive into a small number of topics and use these as access points to teaching skills that will aid students in future STEM courses. Classes will include time for problem solving. Recitations will involve problem solving and student presentations of solutions to problems.",Mary Ann Price,,,12645,,W1004-20261-001,,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W1004-20261-001/,,In-Person,,2,,,20261BIOL1004W001,LECTURE
BIOL UN1360,Science and Society,"BIOL 1360 is a seminar for undergraduates in any class who are interested in exploring the complex relationships between science and society, some of which have become especially prominent and controversial during the past several months.   I have enjoyed teaching this course for nearly a decade, at Columbia and elsewhere, based in part on my own experiences conducting and overseeing biomedical research at academic and governmental institutions.
  
Many of our discussions will be built upon the foundational philosophy outlined in a famous short essay by Vannevar Bush and adopted by the US government shortly after World War Two.  His essay helped to define the relationships---among government, academia, and industry---that  influence how scientific work is conducted and supported, how universities operate, and how our nation’s economy, health, security, and prestige rise and fall.
  
The course addresses a wide array of topics, such as: why do people choose a scientific career? why do governments and other funders support scientific work? how does science fail? why is there skepticism about science? how is it represented in the arts? how are results disseminated, evaluated, and legally protected?   These questions and others are addressed from numerous perspectives, with examples taken from many fields of science, mostly biology and medicine, including the Covid-19 pandemic, biotechnology, and others.
  
I will provide assignments for each class --- mainly short articles (from newspapers and scientific journals) and book chapters, but also a few films and short books --- at least a week in advance as topics for discussion.    There will be no final exam or other written tests, but every student will undertake a term project on a topic developed through private consultations with me, and will present the findings orally in class and in a short essay. 
  
I welcome undergraduate students from all classes who are concentrating in any field: the natural or social sciences, humanities, or the arts. There are no prerequisites, other than an interest in how the scientific enterprise works and how it interacts with other components of our society.",Harold Varmus,,,10994,,W1360-20261-001,,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W1360-20261-001/,,In-Person,,3,,,20261BIOL1360W001,LECTURE
BIOL UN2006,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: BIOL UN2005, or the instructors permission. Lecture and recitation. Recommended second term of biology for majors in biology and related majors, and for premedical students. Cellular biology and development; physiology of cells and organisms. SPS, Barnard, and TC students may register for this course, but they must first obtain the written permission of the instructor, by filling out a paper Registration Adjustment Form (Add/Drop form). The form can be downloaded at the URL below, but must be signed by the instructor and returned to the office of the registrar. 
http://registrar.columbia.edu/sites/default/files/content/reg-adjustment.pdf
 . Students must register for a recitation section BIOL UN2016.",,,,10847,,C2006-20261-001,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2006-20261-001/,,In-Person,,4,"BIOL UN2005
BIOL UN2016",,20261BIOL2006C001,LECTURE
BIOL UN2006,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: BIOL UN2005, or the instructors permission. Lecture and recitation. Recommended second term of biology for majors in biology and related majors, and for premedical students. Cellular biology and development; physiology of cells and organisms. SPS, Barnard, and TC students may register for this course, but they must first obtain the written permission of the instructor, by filling out a paper Registration Adjustment Form (Add/Drop form). The form can be downloaded at the URL below, but must be signed by the instructor and returned to the office of the registrar. 
http://registrar.columbia.edu/sites/default/files/content/reg-adjustment.pdf
 . Students must register for a recitation section BIOL UN2016.",,,,10848,,C2006-20261-002,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2006-20261-002/,,In-Person,,4,"BIOL UN2005
BIOL UN2016",,20261BIOL2006C002,LECTURE
BIOL UN2016,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Corequisites: BIOL UN2006 Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Exploration of the major discoveries and ideas that have revolutionized the way we view organisms and understand life. The basic concepts of cell biology, anatomy and physiology, genetics, evolution, and ecology will be traced from seminal discoveries to the modern era. The laboratory will develop these concepts and analyze biological diversity through a combined experimental and observational approach.",Mary Ann Price,,,11416,,C2016-20261-013,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2016-20261-013/,,In-Person,,0,BIOL UN2006,,20261BIOL2016C013,RECITATION
BIOL UN2016,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Corequisites: BIOL UN2006 Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Exploration of the major discoveries and ideas that have revolutionized the way we view organisms and understand life. The basic concepts of cell biology, anatomy and physiology, genetics, evolution, and ecology will be traced from seminal discoveries to the modern era. The laboratory will develop these concepts and analyze biological diversity through a combined experimental and observational approach.",Mary Ann Price,,,11417,,C2016-20261-012,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2016-20261-012/,,In-Person,,0,BIOL UN2006,,20261BIOL2016C012,RECITATION
BIOL UN2016,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Corequisites: BIOL UN2006 Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Exploration of the major discoveries and ideas that have revolutionized the way we view organisms and understand life. The basic concepts of cell biology, anatomy and physiology, genetics, evolution, and ecology will be traced from seminal discoveries to the modern era. The laboratory will develop these concepts and analyze biological diversity through a combined experimental and observational approach.",Mary Ann Price,,,11419,,C2016-20261-011,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2016-20261-011/,,In-Person,,0,BIOL UN2006,,20261BIOL2016C011,RECITATION
BIOL UN2016,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Corequisites: BIOL UN2006 Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Exploration of the major discoveries and ideas that have revolutionized the way we view organisms and understand life. The basic concepts of cell biology, anatomy and physiology, genetics, evolution, and ecology will be traced from seminal discoveries to the modern era. The laboratory will develop these concepts and analyze biological diversity through a combined experimental and observational approach.",Mary Ann Price,,,11420,,C2016-20261-010,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2016-20261-010/,,In-Person,,0,BIOL UN2006,,20261BIOL2016C010,RECITATION
BIOL UN2016,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Corequisites: BIOL UN2006 Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Exploration of the major discoveries and ideas that have revolutionized the way we view organisms and understand life. The basic concepts of cell biology, anatomy and physiology, genetics, evolution, and ecology will be traced from seminal discoveries to the modern era. The laboratory will develop these concepts and analyze biological diversity through a combined experimental and observational approach.",Mary Ann Price,,,11421,,C2016-20261-009,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2016-20261-009/,,In-Person,,0,BIOL UN2006,,20261BIOL2016C009,RECITATION
BIOL UN2016,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Corequisites: BIOL UN2006 Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Exploration of the major discoveries and ideas that have revolutionized the way we view organisms and understand life. The basic concepts of cell biology, anatomy and physiology, genetics, evolution, and ecology will be traced from seminal discoveries to the modern era. The laboratory will develop these concepts and analyze biological diversity through a combined experimental and observational approach.",Mary Ann Price,,,11423,,C2016-20261-008,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2016-20261-008/,,In-Person,,0,BIOL UN2006,,20261BIOL2016C008,RECITATION
BIOL UN2016,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Corequisites: BIOL UN2006 Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Exploration of the major discoveries and ideas that have revolutionized the way we view organisms and understand life. The basic concepts of cell biology, anatomy and physiology, genetics, evolution, and ecology will be traced from seminal discoveries to the modern era. The laboratory will develop these concepts and analyze biological diversity through a combined experimental and observational approach.",Mary Ann Price,,,11424,,C2016-20261-007,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2016-20261-007/,,In-Person,,0,BIOL UN2006,,20261BIOL2016C007,RECITATION
BIOL UN2016,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Corequisites: BIOL UN2006 Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Exploration of the major discoveries and ideas that have revolutionized the way we view organisms and understand life. The basic concepts of cell biology, anatomy and physiology, genetics, evolution, and ecology will be traced from seminal discoveries to the modern era. The laboratory will develop these concepts and analyze biological diversity through a combined experimental and observational approach.",Mary Ann Price,,,11425,,C2016-20261-006,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2016-20261-006/,,In-Person,,0,BIOL UN2006,,20261BIOL2016C006,RECITATION
BIOL UN2016,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Corequisites: BIOL UN2006 Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Exploration of the major discoveries and ideas that have revolutionized the way we view organisms and understand life. The basic concepts of cell biology, anatomy and physiology, genetics, evolution, and ecology will be traced from seminal discoveries to the modern era. The laboratory will develop these concepts and analyze biological diversity through a combined experimental and observational approach.",Mary Ann Price,,,11426,,C2016-20261-005,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2016-20261-005/,,In-Person,,0,BIOL UN2006,,20261BIOL2016C005,RECITATION
BIOL UN2016,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Corequisites: BIOL UN2006 Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Exploration of the major discoveries and ideas that have revolutionized the way we view organisms and understand life. The basic concepts of cell biology, anatomy and physiology, genetics, evolution, and ecology will be traced from seminal discoveries to the modern era. The laboratory will develop these concepts and analyze biological diversity through a combined experimental and observational approach.",Mary Ann Price,,,11427,,C2016-20261-004,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2016-20261-004/,,In-Person,,0,BIOL UN2006,,20261BIOL2016C004,RECITATION
BIOL UN2016,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Corequisites: BIOL UN2006 Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Exploration of the major discoveries and ideas that have revolutionized the way we view organisms and understand life. The basic concepts of cell biology, anatomy and physiology, genetics, evolution, and ecology will be traced from seminal discoveries to the modern era. The laboratory will develop these concepts and analyze biological diversity through a combined experimental and observational approach.",Mary Ann Price,,,11428,,C2016-20261-003,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2016-20261-003/,,In-Person,,0,BIOL UN2006,,20261BIOL2016C003,RECITATION
BIOL UN2016,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Corequisites: BIOL UN2006 Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Exploration of the major discoveries and ideas that have revolutionized the way we view organisms and understand life. The basic concepts of cell biology, anatomy and physiology, genetics, evolution, and ecology will be traced from seminal discoveries to the modern era. The laboratory will develop these concepts and analyze biological diversity through a combined experimental and observational approach.",Mary Ann Price,,,11429,,C2016-20261-002,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2016-20261-002/,,In-Person,,0,BIOL UN2006,,20261BIOL2016C002,RECITATION
BIOL UN2016,"INTRO BIO II:CELL BIO,DEV/PHYS","Prerequisites: Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Corequisites: BIOL UN2006 Prerequisites: Course does not fulfill Biology major requirements or premedical requirements. Enrollment in laboratory limited to 16 students per section. Exploration of the major discoveries and ideas that have revolutionized the way we view organisms and understand life. The basic concepts of cell biology, anatomy and physiology, genetics, evolution, and ecology will be traced from seminal discoveries to the modern era. The laboratory will develop these concepts and analyze biological diversity through a combined experimental and observational approach.",Mary Ann Price,,,11430,,C2016-20261-001,"INTRO BIO II:CELL BIO,DEV",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C2016-20261-001/,,In-Person,,0,BIOL UN2006,,20261BIOL2016C001,RECITATION
BIOL UN2402,"CONTMP BIO II:CELL BIO,DEV,PHYS","Prerequisites: a course in college chemistry and BIOL UN2005 or BIOL UN2401, or the written permission of either the instructor or the premedical adviser. Cellular biology and development; physiology of cells and organisms. Same lectures as BIOL UN2006, but recitation is optional. For a detailed description of the differences between the two courses, see the course web site or http://www.columbia.edu/cu/biology/ug/advice/faqs/gs.html. SPS, Barnard, and TC students may register for this course, but they must first obtain the written permission of the instructor, by filling out a paper Registration Adjustment Form (Add/Drop form). The form can be downloaded at the URL below, but must be signed by the instructor and returned to the office of the registrar. http://registrar.columbia.edu/sites/default/files/content/reg-adjustment.pdf",,,,10849,,F2402-20261-001,"CONTMP BIO II:CELL BIO,DE",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/F2402-20261-001/,,In-Person,,3,"BIOL UN2005
BIOL UN2006
BIOL UN2401",,20261BIOL2402F001,LECTURE
BIOL UN2402,"CONTMP BIO II:CELL BIO,DEV,PHYS","Prerequisites: a course in college chemistry and BIOL UN2005 or BIOL UN2401, or the written permission of either the instructor or the premedical adviser. Cellular biology and development; physiology of cells and organisms. Same lectures as BIOL UN2006, but recitation is optional. For a detailed description of the differences between the two courses, see the course web site or http://www.columbia.edu/cu/biology/ug/advice/faqs/gs.html. SPS, Barnard, and TC students may register for this course, but they must first obtain the written permission of the instructor, by filling out a paper Registration Adjustment Form (Add/Drop form). The form can be downloaded at the URL below, but must be signed by the instructor and returned to the office of the registrar. http://registrar.columbia.edu/sites/default/files/content/reg-adjustment.pdf",,,,10850,,F2402-20261-002,"CONTMP BIO II:CELL BIO,DE",Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/F2402-20261-002/,,In-Person,,3,"BIOL UN2005
BIOL UN2006
BIOL UN2401",,20261BIOL2402F002,LECTURE
BIOL UN2501,CONTEMPORARY BIOLOGY LAB,"Prerequisite or corequisite: BIOL UN2005 or BIOL UN2401. Contemporary Biology Lab is designed to provide students with hands-on exploration of fundamental and contemporary biological tools and concepts. Activities include in depth study of mammalian anatomy and physiology through dissection and histology, as well as a series of experiments in genetics and molecular biology, with emphasis on data analysis and experimental technique.",Ava E Brent,,,11465,,W2501-20261-001,,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W2501-20261-001/,,In-Person,,3,"BIOL UN2005
BIOL UN2401",,20261BIOL2501W001,LABORATORY
BIOL UN2501,CONTEMPORARY BIOLOGY LAB,"Prerequisite or corequisite: BIOL UN2005 or BIOL UN2401. Contemporary Biology Lab is designed to provide students with hands-on exploration of fundamental and contemporary biological tools and concepts. Activities include in depth study of mammalian anatomy and physiology through dissection and histology, as well as a series of experiments in genetics and molecular biology, with emphasis on data analysis and experimental technique.",Joshua M Abrams,,,11466,,W2501-20261-002,,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W2501-20261-002/,,In-Person,,3,"BIOL UN2005
BIOL UN2401",,20261BIOL2501W002,LABORATORY
BIOL UN2501,CONTEMPORARY BIOLOGY LAB,"Prerequisite or corequisite: BIOL UN2005 or BIOL UN2401. Contemporary Biology Lab is designed to provide students with hands-on exploration of fundamental and contemporary biological tools and concepts. Activities include in depth study of mammalian anatomy and physiology through dissection and histology, as well as a series of experiments in genetics and molecular biology, with emphasis on data analysis and experimental technique.",Ava E Brent,,,11467,,W2501-20261-003,,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W2501-20261-003/,,In-Person,,3,"BIOL UN2005
BIOL UN2401",,20261BIOL2501W003,LABORATORY
BIOL UN2501,CONTEMPORARY BIOLOGY LAB,"Prerequisite or corequisite: BIOL UN2005 or BIOL UN2401. Contemporary Biology Lab is designed to provide students with hands-on exploration of fundamental and contemporary biological tools and concepts. Activities include in depth study of mammalian anatomy and physiology through dissection and histology, as well as a series of experiments in genetics and molecular biology, with emphasis on data analysis and experimental technique.",Joshua M Abrams,,,11468,,W2501-20261-004,,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W2501-20261-004/,,In-Person,,3,"BIOL UN2005
BIOL UN2401",,20261BIOL2501W004,LABORATORY
BIOL UN3005,NEUROBIO II: DEVPT & SYSTEMS,"Prerequisites: One year of biology,  BIOL UN3004 or instructors permission in case the student hasn't take it. This course is the capstone course for the Neurobiology and Behavior undergraduate major at Columbia University. It is designed for advanced undergraduate and graduate students. Knowledge of  Cellular Neuroscience (how an action potential is generated and how a synapse works) will be assumed. It is recommended that students take BIOL UN3004 Neurobiology I: Molecular and Cellular Neuroscience, or a similar course, or obtain instructors permission. Website for BIOLUN3005: 
https://blogs.cuit.columbia.edu/rmy5/files/2022/01/syllabus.UN3005.2022.v4-lab.pdf",Maria Tosches,,,12420,,W3005-20261-001,NEUROBIO II: DEVPT & SYST,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W3005-20261-001/,,In-Person,,4,"BIOL UN3004
BIOL UN3004
UN3005
UN3005",,20261BIOL3005W001,LECTURE
BIOL UN3005,NEUROBIO II: DEVPT & SYSTEMS,"Prerequisites: One year of biology,  BIOL UN3004 or instructors permission in case the student hasn't take it. This course is the capstone course for the Neurobiology and Behavior undergraduate major at Columbia University. It is designed for advanced undergraduate and graduate students. Knowledge of  Cellular Neuroscience (how an action potential is generated and how a synapse works) will be assumed. It is recommended that students take BIOL UN3004 Neurobiology I: Molecular and Cellular Neuroscience, or a similar course, or obtain instructors permission. Website for BIOLUN3005: 
https://blogs.cuit.columbia.edu/rmy5/files/2022/01/syllabus.UN3005.2022.v4-lab.pdf",Darcy B Kelley,,,12423,,W3005-20261-002,NEUROBIO II: DEVPT & SYST,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W3005-20261-002/,,In-Person,,4,"BIOL UN3004
BIOL UN3004
UN3005
UN3005",,20261BIOL3005W002,LECTURE
BIOL UN3006,PHYSIOLOGY,"In this primarily human physiology course, we will discuss how the major organ systems function, with an emphasis on cellular, molecular, and physical mechanisms. Organ systems covered include musculoskeletal, cardiovascular, respiratory, urinary, and digestive systems. Traditional lectures focus primarily on the normal functioning of organ systems, while pathophysiology is introduced through five case studies during the semester. After this course, students should be able to 1) describe the basic functioning of the major organ systems and how they contribute to homeostasis and health, 2) apply key concepts in physics and chemistry, such as flow, pressure/volume relationships, and mass action, to physiological systems, 3) use key concepts in molecular and cell biology to gain a mechanistic understanding of physiological processes, explain how organ systems work in an integrated way to achieve homeostasis and health, and 4) predict changes in organ function upon drug treatment, genetic mutation, or disease conditions.",Ava E Brent,,,10974,,F3006-20261-001,,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/F3006-20261-001/,,In-Person,,3,,,20261BIOL3006F001,LECTURE
BIOL UN3015,Neurobiology II Recitation,Discussion/recitation section for BIOL UN3005 Neurobiology II,Maria Tosches,,,12437,,W3015-20261-001,Neurobiology II Recitatio,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W3015-20261-001/,,In-Person,,0,BIOL UN3005,,20261BIOL3015W001,RECITATION
BIOL UN3015,Neurobiology II Recitation,Discussion/recitation section for BIOL UN3005 Neurobiology II,Maria Tosches,,,12438,,W3015-20261-002,Neurobiology II Recitatio,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W3015-20261-002/,,In-Person,,0,BIOL UN3005,,20261BIOL3015W002,RECITATION
BIOL UN3015,Neurobiology II Recitation,Discussion/recitation section for BIOL UN3005 Neurobiology II,,,,12439,,W3015-20261-003,Neurobiology II Recitatio,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W3015-20261-003/,,In-Person,,0,BIOL UN3005,,20261BIOL3015W003,RECITATION
BIOL UN3015,Neurobiology II Recitation,Discussion/recitation section for BIOL UN3005 Neurobiology II,,,,12440,,W3015-20261-004,Neurobiology II Recitatio,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W3015-20261-004/,,In-Person,,0,BIOL UN3005,,20261BIOL3015W004,RECITATION
BIOL UN3031,GENETICS,"Prerequisites: BIOL UN2005 and BIOL UN2006. General genetics course focused on basic principles of transmission genetics and the application of genetic approaches to the study of biological function. Principles will be illustrated using classical and contemporary examples from prokaryote and eukaryote organisms, and the experimental discoveries at their foundation will be featured. Applications will include genetic approaches to studying animal development and human diseases. SPS and TC students must obtain the written permission from the instructor, by filling out a Registration Adjustment Form (Add/Drop form). https://www.registrar.columbia.edu/sites/default/files/content/reg-adjustment.pdf",,,,11046,,W3031-20261-001,,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W3031-20261-001/,,In-Person,,3,"BIOL UN2005
BIOL UN2006",,20261BIOL3031W001,LECTURE
BIOL UN3052,PROJECT LAB-MOLECULAR GENETICS,"Multicellular animals contain a diverse array of cell types, yet start from a single cell. How do cells decide what kind of cell to be? In this lab course, we will use the tools of molecular biology and genetics to explore this fascinating question. We will use the nematode 
Caenorhabditis elegans
, a powerful model organism used in hundreds of research labs. The course will be divided into three modules: 
C. elegans
 genetics, molecular cloning, and genetic screening. Laboratory techniques will include PCR, gel electrophoresis, restriction digest, ligation, transformation, RNAi, and 
C. elegans
 maintenance. Students will pursue original projects; emphasis will be placed on scientific thinking and scientific communication. SPS and TC students may register for this course, but they must first obtain the written permission of the instructor, by filling out a paper Registration Adjustment Form (Add/Drop form). Prerequisites: UN2005/UN2401 and UN2006/UN2402, or the equivalent at a different institution.",Michelle Attner,,,11048,,C3052-20261-001,,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/C3052-20261-001/,,In-Person,,5,"UN2005
UN2006
UN2401
UN2402",,20261BIOL3052C001,LABORATORY
BIOL UN3058,PROJECT LAB IN MICROBIOLOGY,"Prerequisites: one year of Intro Bio. An introductory biology or chemistry lab is recommended. Bacteria are not just unicellular germs. This lab course will broaden your awareness of the amazing world of microbiology and the diverse capabilities of microbes. The focus will be on bacterial multicellularity, pigment production, and intercellular signaling. Pigment-producing bacteria will be isolated from the wild (i.e. Morningside Campus or your skin), and characterized using standard genetic tools (PCR, DNA gel electrophoresis, transformation, screen) and microbiology techniques (isolation of bacteria and growth of bacterial colonies, media preparation, enrichment techniques for pigments). These techniques will also be applied in the study of bacterial multicellularity and signaling in the standard lab strain Pseudomonas aeruginosa. SCE and TC students may register for this course, but they must first obtain the written permission of the instructor, by filling out a paper Registration Adjustment Form (Add/Drop form). The form can be downloaded at the URL below, but must be signed by the instructor and returned to the office of the registrar. http://registrar.columbia.edu/sites/default/files/content/reg-adjustment.pdf",Lars E Dietrich,,,11493,,W3058-20261-001,PROJECT LAB IN MICROBIOLO,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W3058-20261-001/,,In-Person,,5,,,20261BIOL3058W001,LABORATORY
BIOL UN3193,STEM CELL BIOL & APPLICATIONS,"Prerequisites: three semesters of Biology or the instructors permission. The course examines current knowledge and potential medical applications of pluripotent stem cells (embryonic stem cells and induced pluripotent stem cells), direct conversions between cell types and adult, tissue-specific stem cells (concentrating mainly on hematopoietic and gut stem cells as leading paradigms). A basic lecture format will be supplemented by presentations and discussions of research papers. Recent reviews and research papers, together with extensive instructor notes, will be used in place of a textbook. SCE and TC students may register for this course, but they must first obtain the written permission of the instructor, by filling out a paper Registration Adjustment Form (Add/Drop form). The form can be downloaded at the URL below, but must be signed by the instructor and returned to the office of the registrar. http://registrar.columbia.edu/sites/default/files/content/reg-adjustment.pdf",Daniel D Kalderon,,,11370,,W3193-20261-001,STEM CELL BIOL & APPLICAT,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W3193-20261-001/,,In-Person,,3,,,20261BIOL3193W001,LECTURE
BIOL UN3300,Biochemistry,"Prerequisites: 1 year of Introductory Biology, 1 year General Chemistry, and 1st semester Organic Chemistry.  Biochemistry is the study of the chemical processes within organisms that give rise to the immense complexity of life. This complexity emerges from a highly regulated and coordinated flow of chemical energy from one biomolecule to another. This course serves to familiarize students with the spectrum of biomolecules (carbohydrates, lipids, amino acids, nucleic acids, etc.) as well as the fundamental chemical processes (glycolysis, citric acid cycle, fatty acid metabolism, etc.) that allow life to happen. The course will end with a discussion of diseases that have biochemical etiologies. In particular, this course will employ active learning techniques and critical thinking problem-solving to engage students in answering the question: how is the complexity of life possible? NOTE: While only the 1st semester of Organic Chemistry is listed as a pre-requisite, it is highly recommended that you take all of Organic Chemistry beforehand.",Danny N Ho,,,10845,,W3300-20261-001,,Biological Sciences,BIOL,https://doc.sis.columbia.edu/subj/BIOL/W3300-20261-001/,,In-Person,,3,,,20261BIOL3300W001,LECTURE
