course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
DNCE BC3591,SENIOR SEMINAR,"Research and scholarly writing in chosen topics relating to dance. Methods of investigation are drawn from prominent archival collections and personal interviews, as well as other resources. Papers are formally presented to the Dance Department upon completion.",Paul A Scolieri,12:10pm,2:00pm,00192,,X3591-20263-002,,Dance @Barnard,DNCE,https://doc.sis.columbia.edu/subj/DNCE/X3591-20263-002/,To be announced,,,4,,T,20263DNCE3591X002,SEMINAR
DNCE BC3607,REHEARSAL&PERFRMNCE IN DANCE,"The course can be taken for 1-3 credits. Students are graded and take part in the full production of a dance as performers, choreographers, designers, or stage technicians.",Francesca Dominguez,6:10pm,9:00pm,00193,,X3607-20263-001,REHEARSAL&PERFRMNCE IN DA,Dance @Barnard,DNCE,https://doc.sis.columbia.edu/subj/DNCE/X3607-20263-001/,To be announced,,,1-3,,MW,20263DNCE3607X001,STUDIO
DNCE BC3607,REHEARSAL&PERFRMNCE IN DANCE,"The course can be taken for 1-3 credits. Students are graded and take part in the full production of a dance as performers, choreographers, designers, or stage technicians.",Candace Brown,6:10pm,9:00pm,00194,,X3607-20263-002,REHEARSAL&PERFRMNCE IN DA,Dance @Barnard,DNCE,https://doc.sis.columbia.edu/subj/DNCE/X3607-20263-002/,To be announced,,,1-3,,MW,20263DNCE3607X002,STUDIO
DNCE BC3607,REHEARSAL&PERFRMNCE IN DANCE,"The course can be taken for 1-3 credits. Students are graded and take part in the full production of a dance as performers, choreographers, designers, or stage technicians.",,6:10pm,9:00pm,00195,,X3607-20263-003,REHEARSAL&PERFRMNCE IN DA,Dance @Barnard,DNCE,https://doc.sis.columbia.edu/subj/DNCE/X3607-20263-003/,To be announced,,,1-3,,TR,20263DNCE3607X003,STUDIO
DNCE BC3607,REHEARSAL&PERFRMNCE IN DANCE,"The course can be taken for 1-3 credits. Students are graded and take part in the full production of a dance as performers, choreographers, designers, or stage technicians.",,6:10pm,9:00pm,00196,,X3607-20263-004,REHEARSAL&PERFRMNCE IN DA,Dance @Barnard,DNCE,https://doc.sis.columbia.edu/subj/DNCE/X3607-20263-004/,To be announced,,,1-3,,TR,20263DNCE3607X004,STUDIO
DNSC D9900,RSRCH METHODLGY & BIOSTATISTCS,,,,,10066,,D9900-20263-001,RSRCH METHODLGY & BIOSTAT,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9900-20263-001/,,,,0,,,20263DNSC9900D001,INDEPENDENT
DNSC D9901,CARIOLOGY,,,,,10164,,D9901-20263-001,,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9901-20263-001/,,,,0,,,20263DNSC9901D001,LECTURE
DNSC D9903,HUMAN DEVELOPMENT,,,,,10224,,D9903-20263-001,,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9903-20263-001/,,,,0,,,20263DNSC9903D001,LECTURE
DNSC D9910,CLINICAL ORAL PATHOLOGY / ORAL MEDICINE,,,,,10095,,D9910-20263-001,CLIN ORAL PATHOLOGY / ORA,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9910-20263-001/,,,,0,,,20263DNSC9910D001,LECTURE
DNSC D9911,FUNCTIONL ANATOMY OF HEAD-NECK,,,,,10240,,D9911-20263-001,FUNCTIONL ANATOMY OF HEAD,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9911-20263-001/,,In-Person,,0,,,20263DNSC9911D001,SEMINAR
DNSC D9913,RESPONSIBLE CONE BEAM CT USE IN DENTISTR,,,,,10096,,D9913-20263-001,CONE BEAM CT USE IN DENTI,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9913-20263-001/,,,,0,,,20263DNSC9913D001,LECTURE
DNSC D9913,RESPONSIBLE CONE BEAM CT USE IN DENTISTR,,,,,10097,,D9913-20263-002,CONE BEAM CT USE IN DENTI,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9913-20263-002/,,In-Person,,0,,,20263DNSC9913D002,LECTURE
DNSC D9916,OROFACIAL PAIN,,,,,10165,,D9916-20263-001,,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9916-20263-001/,,,,0,,,20263DNSC9916D001,LECTURE
DNSC D9924,ADVANCED TREATMENT PLANNING SERIES PROS,,,,,10098,,D9924-20263-001,ADVANCED TREATMENT PLANNI,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9924-20263-001/,,,,0,,,20263DNSC9924D001,LECTURE
DNSC D9924,ADVANCED TREATMENT PLANNING SERIES PROS,,,,,10099,,D9924-20263-002,ADVANCED TREATMENT PLANNI,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9924-20263-002/,,In-Person,,0,,,20263DNSC9924D002,LECTURE
DNSC D9924,ADVANCED TREATMENT PLANNING SERIES PROS,,,,,10100,,D9924-20263-003,ADVANCED TREATMENT PLANNI,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9924-20263-003/,,In-Person,,0,,,20263DNSC9924D003,LECTURE
DNSC D9925,ORAL BIOLOGY,,,,,10123,,D9925-20263-H01,,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9925-20263-H01/,,,,0,,,20263DNSC9925DH01,HYBRID ONLIN
DNSC D9926,ADVANCED TREATMENT PLANNING SERIES ENDO,,James B Fine,,,10166,,D9926-20263-001,ADVANCED TREATMENT PLANNI,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9926-20263-001/,,,,0,,,20263DNSC9926D001,LECTURE
DNSC D9926,ADVANCED TREATMENT PLANNING SERIES ENDO,,,,,10167,,D9926-20263-002,ADVANCED TREATMENT PLANNI,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9926-20263-002/,,,,0,,,20263DNSC9926D002,LECTURE
DNSC D9928,ADVANCED TREATMENT PLANNING SERIES PERI,,James B Fine,,,10168,,D9928-20263-001,ADVANCED TREATMENT PLANNI,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9928-20263-001/,,,,0,,,20263DNSC9928D001,LECTURE
DNSC D9928,ADVANCED TREATMENT PLANNING SERIES PERI,,,,,10169,,D9928-20263-002,ADVANCED TREATMENT PLANNI,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9928-20263-002/,,,,0,,,20263DNSC9928D002,LECTURE
DNSC D9928,ADVANCED TREATMENT PLANNING SERIES PERI,,,,,10170,,D9928-20263-003,ADVANCED TREATMENT PLANNI,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9928-20263-003/,,,,0,,,20263DNSC9928D003,LECTURE
DNSC D9929,ADVANCED TREATMENT PLANNING SERIES AEGD,,James B Fine,,,10067,,D9929-20263-001,ADVANCED TREATMENT PLANNI,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9929-20263-001/,,,,0,,,20263DNSC9929D001,LECTURE
DNSC D9929,ADVANCED TREATMENT PLANNING SERIES AEGD,,,,,10068,,D9929-20263-002,ADVANCED TREATMENT PLANNI,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9929-20263-002/,,,,0,,,20263DNSC9929D002,LECTURE
DNSC D9931,Advanced Treatment Planning Series - Ort,,,,,10259,,D9931-20263-081,Adv Trtmnt Plan Series -,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9931-20263-081/,,In-Person,,0,,,20263DNSC9931D081,LECTURE
DNSC D9931,Advanced Treatment Planning Series - Ort,,Jing Chen,,,10260,,D9931-20263-082,Adv Trtmnt Plan Series -,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9931-20263-082/,,,,0,,,20263DNSC9931D082,LECTURE
DNSC D9931,Advanced Treatment Planning Series - Ort,,Jing Chen,,,10261,,D9931-20263-083,Adv Trtmnt Plan Series -,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9931-20263-083/,,In-Person,,0,,,20263DNSC9931D083,LECTURE
DNSC D9932,Classic and Current Literature Review &,,,,,10262,,D9932-20263-001,Class Curr Lit Rev & Case,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9932-20263-001/,,In-Person,,0,,,20263DNSC9932D001,SEMINAR
DNSC D9932,Classic and Current Literature Review &,,,,,10263,,D9932-20263-002,Class Curr Lit Rev & Case,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9932-20263-002/,,In-Person,,0,,,20263DNSC9932D002,SEMINAR
DNSC D9936,GRAND ROUNDS PERI,,,,,10101,,D9936-20263-001,,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9936-20263-001/,,,,0,,,20263DNSC9936D001,LECTURE
DNSC D9937,GRAND ROUNDS PROS,,Philip Kang,,,10069,,D9937-20263-001,,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9937-20263-001/,,,,0,,,20263DNSC9937D001,LECTURE
DNSC D9939,GRAND ROUNDS AEGD,,,,,10171,,D9939-20263-001,,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9939-20263-001/,,,,0,,,20263DNSC9939D001,LECTURE
DNSC D9944,PRACT MNGMT ETHICS/JURISPRUDENCE,,,,,10172,,D9944-20263-001,PRACT MNGMT ETHICS/JURISP,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9944-20263-001/,,,,0,,,20263DNSC9944D001,LECTURE
DNSC D9957,CEPHALOMETRICS,,,,,10173,,D9957-20263-001,,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9957-20263-001/,,,,0,,,20263DNSC9957D001,LECTURE
DNSC D9975,PHYSICAL DIAGNOSIS,,,,,10070,,D9975-20263-001,,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9975-20263-001/,,In-Person,,0,,,20263DNSC9975D001,LECTURE
DNSC D9985,SEMINARS IN CLINICAL DENTISTRY,,,,,10102,,D9985-20263-001,SEMINARS IN CLINICAL DENT,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9985-20263-001/,,,,0,,,20263DNSC9985D001,SEMINAR
DNSC D9985,SEMINARS IN CLINICAL DENTISTRY,,,,,10103,,D9985-20263-002,SEMINARS IN CLINICAL DENT,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9985-20263-002/,,,,0,,,20263DNSC9985D002,SEMINAR
DNSC D9990,PEDAGOGY PRECLIN/CLINICAL TCHG - PROS,,,,,10174,,D9990-20263-001,PEDAGOGY PRECLIN/CLINICAL,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9990-20263-001/,,,,0,,,20263DNSC9990D001,CLINIC
DNSC D9990,PEDAGOGY PRECLIN/CLINICAL TCHG - PROS,,,,,10175,,D9990-20263-002,PEDAGOGY PRECLIN/CLINICAL,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9990-20263-002/,,,,0,,,20263DNSC9990D002,CLINIC
DNSC D9990,PEDAGOGY PRECLIN/CLINICAL TCHG - PROS,,,,,10176,,D9990-20263-003,PEDAGOGY PRECLIN/CLINICAL,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9990-20263-003/,,,,0,,,20263DNSC9990D003,CLINIC
DNSC D9992,PEDAGOGY PRECLIN/CLINICAL TCHG - PERIO,,,,,10104,,D9992-20263-001,PEDAGOGY PRECLIN/CLINICAL,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9992-20263-001/,,,,0,,,20263DNSC9992D001,CLINIC
DNSC D9992,PEDAGOGY PRECLIN/CLINICAL TCHG - PERIO,,,,,10105,,D9992-20263-002,PEDAGOGY PRECLIN/CLINICAL,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9992-20263-002/,,In-Person,,0,,,20263DNSC9992D002,CLINIC
DNSC D9992,PEDAGOGY PRECLIN/CLINICAL TCHG - PERIO,,,,,10106,,D9992-20263-003,PEDAGOGY PRECLIN/CLINICAL,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9992-20263-003/,,In-Person,,0,,,20263DNSC9992D003,CLINIC
DNSC D9993,PEDAGOGY PRECLIN/CLINICAL TCHG - ENDO,,,,,10225,,D9993-20263-001,PEDAGOGY PRECLIN/CLINICAL,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9993-20263-001/,,,,0,,,20263DNSC9993D001,CLINIC
DNSC D9993,PEDAGOGY PRECLIN/CLINICAL TCHG - ENDO,,,,,10226,,D9993-20263-002,PEDAGOGY PRECLIN/CLINICAL,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9993-20263-002/,,,,0,,,20263DNSC9993D002,CLINIC
DNSC D9994,PEDAGOGY PRECLIN/CLINICAL TCHG - ORTH,,,,,10177,,D9994-20263-001,PEDAGOGY PRECLIN/CLINICAL,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9994-20263-001/,,,,0,,,20263DNSC9994D001,CLINIC
DNSC D9994,PEDAGOGY PRECLIN/CLINICAL TCHG - ORTH,,,,,10178,,D9994-20263-002,PEDAGOGY PRECLIN/CLINICAL,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9994-20263-002/,,,,0,,,20263DNSC9994D002,CLINIC
DNSC D9994,PEDAGOGY PRECLIN/CLINICAL TCHG - ORTH,,,,,10179,,D9994-20263-003,PEDAGOGY PRECLIN/CLINICAL,Dental and Oral Surgery,DNSC,https://doc.sis.columbia.edu/subj/DNSC/D9994-20263-003/,,,,0,,,20263DNSC9994D003,CLINIC
DTCH UN1101,ELEMENTARY DUTCH I,"Fundamentals of grammar, reading, speaking, and comprehension of the spoken language. During the spring term supplementary reading is selected according to students' needs.",Wijnie de Groot,6:10pm,8:00pm,10470,,W1101-20263-001,,Germanic Languages,DTCH,https://doc.sis.columbia.edu/subj/DTCH/W1101-20263-001/,To be announced,In-Person,,4,,TR,20263DTCH1101W001,LANGUAGE
DTCH UN1101,ELEMENTARY DUTCH I,"Fundamentals of grammar, reading, speaking, and comprehension of the spoken language. During the spring term supplementary reading is selected according to students' needs.",Faculty,4:10pm,6:00pm,10471,,W1101-20263-002,,Germanic Languages,DTCH,https://doc.sis.columbia.edu/subj/DTCH/W1101-20263-002/,To be announced,In-Person,,4,,MW,20263DTCH1101W002,LANGUAGE
DTCH UN2101,INTERMEDIATE DUTCH I,"Prerequisites: DTCH UN1101-UN1102 or the equivalent. Continued practice in the four skills (aural comprehension, reading, speaking, and writing); review and refinement of basic grammar; vocabulary building. Readings in Dutch literature.",Wijnie de Groot,4:10pm,6:00pm,10472,,W2101-20263-001,,Germanic Languages,DTCH,https://doc.sis.columbia.edu/subj/DTCH/W2101-20263-001/,To be announced,In-Person,,4,"DTCH UN1101
UN1102",TR,20263DTCH2101W001,LANGUAGE
DTCH UN2101,INTERMEDIATE DUTCH I,"Prerequisites: DTCH UN1101-UN1102 or the equivalent. Continued practice in the four skills (aural comprehension, reading, speaking, and writing); review and refinement of basic grammar; vocabulary building. Readings in Dutch literature.",Faculty,6:10pm,8:00pm,10473,,W2101-20263-002,,Germanic Languages,DTCH,https://doc.sis.columbia.edu/subj/DTCH/W2101-20263-002/,To be announced,In-Person,,4,"DTCH UN1101
UN1102",MW,20263DTCH2101W002,LANGUAGE
DTCH UN3101,ADVANCED DUTCH I,"This advanced course is a content-based language course, and is centered around the history of the Low Countries. Each week focuses on a specific era, such as the counts of Holland in the 13th century and the Reformation in the 16th century. Students will read texts about history and literature of the historical periods.
  
Students will read texts at home and discuss them in class, explore history-related websites and watch short video clips.
  
Attention will be paid to advanced grammar issues and vocabulary.",Faculty,6:10pm,7:25pm,10474,,W3101-20263-001,,Germanic Languages,DTCH,https://doc.sis.columbia.edu/subj/DTCH/W3101-20263-001/,To be announced,In-Person,,3,,TR,20263DTCH3101W001,LANGUAGE
EAAS GU4022,JAPANESE BUDDHIST VISUAL CULTR,"This course explors the principal modes, media, and contexts of visual culture in Japanese Buddhist history. Through the analysis of selected case studies, the course examines of the modalities of perception, materiality, and reception that distinguish the form and function of visual media in Japanese Buddhist contexts. Students are expected to have completed preliminary coursework in relevant areas of East Asian history, religion, or art history.",David L Moerman,2:10pm,4:00pm,00061,,W4022-20263-001,JAPANESE BUDDHIST VISUAL,Asian and Middle East @Barnard,EAAS,https://doc.sis.columbia.edu/subj/EAAS/W4022-20263-001/,To be announced,,,3,,T,20263EAAS4022W001,SEMINAR
EAAS GU4370,Literati Culture in Pre-Modern China,"Premodern Chinese literati have long been regarded as active historical agents who shaped “This Culture of Ours”—a metonym for civilization in the premodern Sinitic context—while they also fed from, partook in, and influenced popular and foreign cultures. Besides “literary writings” like poetry and prose, literati also engaged in calligraphy, painting, and antiquarianism under the umbrella term of “literary or cultural arts.” In turn, the creation and appreciation of artwork were intrinsic to the aesthetic life of literati community and further established their self-identity. At the same time, social exclusivity, (self-)doubt and identity crises, along with the looming threat of cultural decline, have continually haunted this literati community throughout the ages.
  
Covering the long trajectory of imperial China, this course reveals the birth and development of literati culture. In particular, we take an interdisciplinary approach, introducing intellectual and poetic discourses, socio-historical contexts, literary criticism, visual and material culture, to envision a “common ground” for their civil world. Textual, visual sources plus material objects are meant to have conversations with each other in this course. Important issues include historical transformations of the elite class, cultural geography in different eras, materiality and visuality of elite calligraphy and painting, literati self-expression through aesthetic practice, the roles of the court and literati in producing and preserving art, as well as other relevant issues such as gender studies, vernacular literature, and commodity society.
  
This course is cross-listed in AMEC and CPLT. For undergraduates, no background in Chinese language is required in this course, and all reading materials—either translation of primary sources or secondary scholarship—are accessible in English.",Lili Xia,2:10pm,4:00pm,00060,,W4370-20263-001,Literati Cult. Pre-Mod. C,Asian and Middle East @Barnard,EAAS,https://doc.sis.columbia.edu/subj/EAAS/W4370-20263-001/,To be announced,,,4,,W,20263EAAS4370W001,SEMINAR
EAAS GU4840,CHINA AND POLITICS OF DESIRE,"A recent American newspaper headline announced that China has become “the most materialistic country the world.” Globally circulating narratives often interpret Chinese consumers’ demand for commodities as an attempt to fill a void left by the absence of the Maoist state, traditional religious life, and Western-style democracy. But things aren’t as simple as they appear. This course explores the intertwined questions of “Chinese” desire and the desire for China. Avoiding reductionist understandings of desire as either a universal natural human attribute or a particular Chinese cultural trait, we will track the production and management of desire within a complex global field. Drawing on ethnographies, films, short stories, and psychoanalytic and postcolonial theory, this course will explore the shifting figure of desire across the Maoist and post-Maoist eras by examining how academics, government officials, intellectuals, and artists have represented Chinese needs, wants and fantasies. From state leaders’ attempts to improve the “quality” of the country’s population to citizens’ dreams of home ownership, from sexualized desire to hunger for food, drugs and other commodities, we will attend to the continuities and disjunctures of recent Chinese history by tracking how desire in China has been conceptualized and refracted through local and global encounters.",Nicholas A Bartlett,10:10am,12:00pm,00064,,W4840-20263-001,CHINA AND POLITICS OF DES,Asian and Middle East @Barnard,EAAS,https://doc.sis.columbia.edu/subj/EAAS/W4840-20263-001/,To be announced,,,4,,M,20263EAAS4840W001,SEMINAR
EARL GU4011,LOTUS SUTRA/E ASIAN BUDDHISM,,David L Moerman,2:10pm,4:00pm,00063,,W4011-20263-001,LOTUS SUTRA/E ASIAN BUDDH,Asian and Middle East @Barnard,EARL,https://doc.sis.columbia.edu/subj/EARL/W4011-20263-001/,To be announced,,,4,,W,20263EARL4011W001,SEMINAR
ECHS BC3066,RESEARCH SEM ECONOMIC HISTRY I,Must be supervised by a faculty member approved by the program adviser. This is the 1st semester of a two-semester course sequence.,Alan Dye,4:10pm,6:00pm,00691,,X3066-20263-001,RESEARCH SEM ECONOMIC HIS,Economics @Barnard,ECHS,https://doc.sis.columbia.edu/subj/ECHS/X3066-20263-001/,To be announced,,,4,,W,20263ECHS3066X001,SEMINAR
ECON BC1003,INTRO TO ECONOMIC REASONING,"Covers basic elements of microeconomic and marcoeconomic reasoning at an introductory level. Topics include Individual Constraints and Preferences, Production by Firms, Market Transactions, Competition, The Distribution of Income, Technological Progress and Growth, Unemployment and Inflation, the Role of Government in the Economy. Note: Students cannot get credit for ECON BC1003 if they have taken the Columbia introductory course ECON W1105 Principles of Economics.",Mulu Gebreyohannes,1:10pm,2:25pm,00677,,X1003-20263-001,INTRO TO ECONOMIC REASONI,Economics @Barnard,ECON,https://doc.sis.columbia.edu/subj/ECON/X1003-20263-001/,To be announced,,,4,"ECON BC1003
ECON W1105",TR,20263ECON1003X001,LECTURE
ECON BC1003,INTRO TO ECONOMIC REASONING,"Covers basic elements of microeconomic and marcoeconomic reasoning at an introductory level. Topics include Individual Constraints and Preferences, Production by Firms, Market Transactions, Competition, The Distribution of Income, Technological Progress and Growth, Unemployment and Inflation, the Role of Government in the Economy. Note: Students cannot get credit for ECON BC1003 if they have taken the Columbia introductory course ECON W1105 Principles of Economics.",Homa S Zarghamee,2:40pm,3:55pm,00687,,X1003-20263-002,INTRO TO ECONOMIC REASONI,Economics @Barnard,ECON,https://doc.sis.columbia.edu/subj/ECON/X1003-20263-002/,To be announced,,,4,"ECON BC1003
ECON W1105",TR,20263ECON1003X002,LECTURE
ECON BC1003,INTRO TO ECONOMIC REASONING,"Covers basic elements of microeconomic and marcoeconomic reasoning at an introductory level. Topics include Individual Constraints and Preferences, Production by Firms, Market Transactions, Competition, The Distribution of Income, Technological Progress and Growth, Unemployment and Inflation, the Role of Government in the Economy. Note: Students cannot get credit for ECON BC1003 if they have taken the Columbia introductory course ECON W1105 Principles of Economics.",Rajiv Sethi,10:10am,11:25am,00688,,X1003-20263-003,INTRO TO ECONOMIC REASONI,Economics @Barnard,ECON,https://doc.sis.columbia.edu/subj/ECON/X1003-20263-003/,To be announced,,,4,"ECON BC1003
ECON W1105",TR,20263ECON1003X003,LECTURE
ECON BC1003,INTRO TO ECONOMIC REASONING,"Covers basic elements of microeconomic and marcoeconomic reasoning at an introductory level. Topics include Individual Constraints and Preferences, Production by Firms, Market Transactions, Competition, The Distribution of Income, Technological Progress and Growth, Unemployment and Inflation, the Role of Government in the Economy. Note: Students cannot get credit for ECON BC1003 if they have taken the Columbia introductory course ECON W1105 Principles of Economics.",John Park,1:10pm,2:25pm,00907,,X1003-20263-004,INTRO TO ECONOMIC REASONI,Economics @Barnard,ECON,https://doc.sis.columbia.edu/subj/ECON/X1003-20263-004/,To be announced,,,4,"ECON BC1003
ECON W1105",MW,20263ECON1003X004,LECTURE
ECON BC1003,INTRO TO ECONOMIC REASONING,"Covers basic elements of microeconomic and marcoeconomic reasoning at an introductory level. Topics include Individual Constraints and Preferences, Production by Firms, Market Transactions, Competition, The Distribution of Income, Technological Progress and Growth, Unemployment and Inflation, the Role of Government in the Economy. Note: Students cannot get credit for ECON BC1003 if they have taken the Columbia introductory course ECON W1105 Principles of Economics.",John Park,2:40pm,3:55pm,00908,,X1003-20263-005,INTRO TO ECONOMIC REASONI,Economics @Barnard,ECON,https://doc.sis.columbia.edu/subj/ECON/X1003-20263-005/,To be announced,,,4,"ECON BC1003
ECON W1105",MW,20263ECON1003X005,LECTURE
ECON BC1007,MATH METHODS FOR ECONOMICS,"Covers basic mathematical methods required for intermediate theory courses and upper level electives in economics, with a strong emphasis on applications. Topics include simultaneous equations, functions, partial differentiation, optimization of functions of more than one variable, constrained optimization, and financial mathematics. This course satisfies the Calculus requirement for the Barnard Economics major. NOTE: students who have previously taken Intermediate Micro Theory (ECON BC3035 or the equivalent) are *not* allowed to take Math Methods for Economics.",Sharon Harrison,1:10pm,2:25pm,00685,,X1007-20263-001,MATH METHODS FOR ECONOMIC,Economics @Barnard,ECON,https://doc.sis.columbia.edu/subj/ECON/X1007-20263-001/,To be announced,,,4,ECON BC3035,MW,20263ECON1007X001,LECTURE
ECON BC1007,MATH METHODS FOR ECONOMICS,"Covers basic mathematical methods required for intermediate theory courses and upper level electives in economics, with a strong emphasis on applications. Topics include simultaneous equations, functions, partial differentiation, optimization of functions of more than one variable, constrained optimization, and financial mathematics. This course satisfies the Calculus requirement for the Barnard Economics major. NOTE: students who have previously taken Intermediate Micro Theory (ECON BC3035 or the equivalent) are *not* allowed to take Math Methods for Economics.",Sharon Harrison,2:40pm,3:55pm,00686,,X1007-20263-002,MATH METHODS FOR ECONOMIC,Economics @Barnard,ECON,https://doc.sis.columbia.edu/subj/ECON/X1007-20263-002/,To be announced,,,4,ECON BC3035,MW,20263ECON1007X002,LECTURE
ECON BC2020,INTRO TO DEVELOPMENT ECON,,Mulu Gebreyohannes,10:10am,11:25am,00676,,X2020-20263-001,,Economics @Barnard,ECON,https://doc.sis.columbia.edu/subj/ECON/X2020-20263-001/,To be announced,,,3,,TR,20263ECON2020X001,LECTURE
ECON BC2411,STATISTICS FOR ECONOMICS,Elementary computational methods in statistics. Basic techniques in regression analysis of econometric models. One-hour weekly recitation sessions to complement lectures.,Randall Reback,10:10am,11:25am,00694,,X2411-20263-001,,Economics @Barnard,ECON,https://doc.sis.columbia.edu/subj/ECON/X2411-20263-001/,To be announced,,,4,,MW,20263ECON2411X001,LECTURE
ECON BC3011,INEQUALITY AND POVERTY,"Prerequisites: ECON BC3035 or ECON BC3033, or permission of the instructor. Conceptualization and measurement of inequality and poverty, poverty traps and distributional dynamics, economics and politics of public policies, in both poor and rich countries.",Ashley Timmer,10:10am,11:25am,00700,,X3011-20263-001,,Economics @Barnard,ECON,https://doc.sis.columbia.edu/subj/ECON/X3011-20263-001/,To be announced,,,3,"ECON BC3033
ECON BC3035",TR,20263ECON3011X001,LECTURE
ECON BC3012,THE ECONOMICS OF EDUCATION,"Prerequisites: ECON BC3035 and ECON BC2411 or permission of the instructor. Analyzes education policies and education markets from an economic perspective. Examines challenges that arise when researchers attempt to identify the causal effects of inputs. Other topics: (1) education as an investment, (2) public school finance, (3) teacher labor markets, (4) testing/accountability programs, (5) school choice programs, and (6) urban public school reforms.",Randall Reback,2:40pm,3:55pm,00695,,X3012-20263-001,THE ECONOMICS OF EDUCATIO,Economics @Barnard,ECON,https://doc.sis.columbia.edu/subj/ECON/X3012-20263-001/,To be announced,,,3,"ECON BC2411
ECON BC3035",MW,20263ECON3012X001,LECTURE
ECON BC3018,ECONOMETRICS,"Prerequisites: ECON BC3033 or ECON BC3035, and ECON BC2411 or STAT W1111 or STAT W1211, or permission of the instructor. Specification, estimation and evaluation of economic relationships using economic theory, data, and statistical inference; testable implications of economic theories; econometric analysis of topics such as consumption, investment, wages and unemployment, and financial markets.",Morgan C Jr. Williams,1:10pm,2:25pm,00699,,X3018-20263-001,,Economics @Barnard,ECON,https://doc.sis.columbia.edu/subj/ECON/X3018-20263-001/,To be announced,,,4,"ECON BC2411
ECON BC3033
ECON BC3035
STAT W1111
STAT W1211",TR,20263ECON3018X001,LECTURE
